source,title,artist,tags,bpm,first_beat,samplerate
https://cdn.pixabay.com/audio/2023/07/22/audio_79e285e137.mp3,Background Music,The_Mountain,"Background Music, Background Music Soft",120.0,21967,44100.0
https://cdn.pixabay.com/audio/2023/01/27/audio_e649bbdf58.mp3,Best Dramatic Music,NotAIGenerated,"Calm, Cinematic, Commercial, Despair",119.33333333333333,12963,44100.0
https://cdn.pixabay.com/audio/2024/01/16/audio_e2b992254f.mp3,Better Day,penguinmusic,"Better Day is relaxing Chill-Hop track perfect for modern dreamy commercials, promo videos and other media projects.",90.0,-51,44100.0
https://cdn.pixabay.com/audio/2025/04/21/audio_ed6f0ed574.mp3,Brain Implant (Cyberpunk Sci-Fi Trailer Action Intro),VasilYatsevich,"Action, Trailer, Cyberpunk, Intense",100.0,12,22050.0
https://cdn.pixabay.com/audio/2025/12/12/audio_d20bec05d4.mp3,Brazilian Phonk - Phonk,FreeMusicForVideo,"Phonk, Brazilian Phonk, Phonk Music",99.20981658459226,26406,22050.0
https://cdn.pixabay.com/audio/2025/10/14/audio_7a423da5ba.mp3,Breaking News Intro Music,Krasnoshchok,"Breaking News, News, Intro, Music",100.0,26524,22050.0
https://cdn.pixabay.com/audio/2025/09/30/audio_a59a02b883.mp3,Cascade Breathe (Future Garage),NverAvetyanMusic,"Atmospheric, Cars, Chillstep",130.0,-9,44100.0
https://cdn.pixabay.com/audio/2025/12/15/audio_5ff1210ce0.mp3,Christmas Joyful Opener,VibeHorn,"Christmas, Background Music",119.0,3852,22050.0
https://cdn.pixabay.com/audio/2022/10/14/audio_84b5738b17.mp3,CINIM - Brainfluid,CINIM,"Bass, Electronic, Glitch, Beats",138.0,94,48000.0
https://cdn.pixabay.com/audio/2025/12/12/audio_6b1fec2dff.mp3,Corporate Background Music,FreeMusicForVideo,Background Music,120.0,21985,22050.0
https://cdn.pixabay.com/audio/2025/09/07/audio_1dcbce3454.mp3,Corporate Upbeat Uplifting Motivational Success,Top-Flow,"Corporate, Success, Business, Growth",125.0,988,22050.0
https://cdn.pixabay.com/audio/2024/01/15/audio_9914e58808.mp3,Coverless book ( Lofi ),AmbientAUDIOVISION,"Lofi, Lo-Fi, Chill, Music, Playlist",80.0,382,44100.0
https://cdn.pixabay.com/audio/2024/09/16/audio_a10608d6cd.mp3,Creative Technology Showreel,Pumpupthemind,"Abstract, Advertising, Ambient",150.0,2090,44100.0
https://cdn.pixabay.com/audio/2022/12/29/audio_265ab80d58.mp3,Dark Mystery Trailer (Taking Our time),AlexGrohl,,110.0,23808,44100.0
https://cdn.pixabay.com/audio/2025/09/08/audio_3e2526c41c.mp3,Deep Abstract Ambient_Snowcap,ummbrella,"Abstract, Atmosphere, Beat, Chill, Deep",123.0,21423,22050.0
https://cdn.pixabay.com/audio/2023/08/21/audio_802aa722fc.mp3,Deep Future Garage (Royalty Free Music),NverAvetyanMusic,"If you like my music, please subscribe to my YouTube: https://www.youtube.com/@artmusic.janevo | Spotify: https://goo.su/janevo | Apple Music: https://goo.su/RFMapple | Patreon: https://goo.su/RFMpatreon | Don't forget about coffee for me ;) https://goo.su/Donut",130.0,20391,44100.0
https://cdn.pixabay.com/audio/2025/03/18/audio_7d5c12b31a.mp3,Don`t Talk,Cosmonkey,"Trap, Bass, Hard, Aggressive, Beat",90.0,28076,44100.0
https://cdn.pixabay.com/audio/2023/10/24/audio_9408f7326a.mp3,Drive Breakbeat,Rockot,"""Drive Breakbeat"" is an energetic and rhythmically intense music genre that fuses elements of breakbeat and electronic dance music. This genre is characterized by its pulsating beats, dynamic basslines, and a sense of drive and momentum that makes it ideal for action-packed scene",95.0,27882,44100.0
https://cdn.pixabay.com/audio/2022/10/25/audio_3ea72d75c6.mp3,Drop It,Coma-Media,"Created for use on YouTube, Facebook, Instagram and TikTok. This track is registered in the CID system. If you have a copyright claim on youtube, just send me your video link and I will remove the claim. Thanks for using my music!",87.0,30207,44100.0
https://cdn.pixabay.com/audio/2023/02/03/audio_534a89f910.mp3,Easy Lifestyle,music_for_video,"Lifestyle, Easy, Chill, Electronic",136.0,1161,44100.0
https://cdn.pixabay.com/audio/2023/04/08/audio_5fd3e66ac3.mp3,Eco Technology,Lexin_Music,"Cinematic, Inspiration, World",120.0,13677,44100.0
https://cdn.pixabay.com/audio/2022/08/23/audio_d16737dc28.mp3,Electronic Future Beats_Fadeout,QubeSounds,"Action, Bass, Big Hit, Brass, Building",100.0,26404,44100.0
https://cdn.pixabay.com/audio/2025/06/23/audio_e6a00ad257.mp3,Embrace,Evgeny_Bardyuzha,"Atmospheric, Ambient, Chill, Chillstep",130.0,145,24000.0
https://cdn.pixabay.com/audio/2024/10/28/audio_6438122991.mp3,Emotional Piano Music,SigmaMusicArt,"Calm, Soft, Piano, Relax, Instrumental",140.0,154,22050.0
https://cdn.pixabay.com/audio/2025/07/20/audio_d39b1267f3.mp3,Energetic Upbeat Background Music,Tatamusic,"Energetic, Upbeat, Background, Music",118.0,22446,22050.0
https://cdn.pixabay.com/audio/2025/05/29/audio_b92a610839.mp3,EONA - Emotional Ambient Pop,Rockot,"Ambient, Emotional, Dreamy, Cinematic",123.0,21445,22050.0
https://cdn.pixabay.com/audio/2025/12/10/audio_cdd263b180.mp3,Epic Cinematic Background Music,PaulYudin,"Epic Cinematic Background Music, Epic Cinematic Epic",110.0,24559,22050.0
https://cdn.pixabay.com/audio/2025/11/10/audio_2b5b4b8f9c.mp3,Epic Cinematic Background Music,SigmaMusicArt,"Epic, Background, Epic Music, Cinematic, Music For Video",149.91666666666666,-417,24000.0
https://cdn.pixabay.com/audio/2021/10/15/audio_2320f2b0bc.mp3,Epic Hollywood Trailer,Good_B_Music,"Battle, Buildup, Choir, Cinematic",120.0,864,22050.0
https://cdn.pixabay.com/audio/2024/03/08/audio_6dff602fae.mp3,Ethereal Vistas,Denys_Brodovskyi,"Abstract, Atmosphere, Background",90.0,-1,44100.0
https://cdn.pixabay.com/audio/2025/03/19/audio_91b4c0a3b6.mp3,Experimental Cinematic Hip-Hop,Rockot,"Cinematic Hip-Hop, Epic Hip-Hop",142.0,16,22050.0
https://cdn.pixabay.com/audio/2023/03/16/audio_df7d9198c3.mp3,Floating Abstract_Reinvention,ComaStudio,"Abstract, Beat, Clean, Electronica",130.0,91,44100.0
https://cdn.pixabay.com/audio/2024/05/24/audio_46382ae035.mp3,Flow,Loksii,"Elegant, Emotional, Fashion Show, Intro",120.0,21950,44100.0
https://cdn.pixabay.com/audio/2024/04/14/audio_5d6668b1f0.mp3,For Her Chill Upbeat Summel Travel Vlog and IG Music Royalty Free Use,34910776,"Travel Vlog, Vlog Music, Female Vocals",90.0,-74,22050.0
https://cdn.pixabay.com/audio/2025/09/30/audio_43a4d0966c.mp3,Funny Cartoon Music,original_soundtrack,"Funny, Cartoon, Music, Funny Sounds",130.0,6162,22050.0
https://cdn.pixabay.com/audio/2025/05/20/audio_ec1f11ca43.mp3,Future Design,penguinmusic,"Abstract, Background, Bass, Beat",120.0,11080,22050.0
https://cdn.pixabay.com/audio/2023/04/17/audio_ae4d57086a.mp3,Futuristic Beat,NverAvetyanMusic,"Advertising, Background, Beat, Beautiful",90.0,-48,44100.0
https://cdn.pixabay.com/audio/2025/02/19/audio_3b45f7d855.mp3,Gardens - Stylish Chill,penguinmusic,"Advertising, Ambient, Atmospheric",105.0,73,44100.0
https://cdn.pixabay.com/audio/2023/09/25/audio_b475db93de.mp3,Glossy,Coma-Media,"Created for use on YouTube, Facebook, Instagram and TikTok. This track is registered in the CID system. If you have a copyright claim on youtube, just send me your video link and I will remove the claim. Thanks for using my music!",86.0,30682,44100.0
https://cdn.pixabay.com/audio/2023/07/30/audio_e0908e8569.mp3,Good Night - Lofi Cozy Chill Music,FASSounds,"Lofi, Lofi Chill, Cozy Lofi, Advertising",160.0,16662,22050.0
https://cdn.pixabay.com/audio/2025/03/19/audio_56ae1dae5f.mp3,Gorila,Alex_MakeMusic,"Beach, Bright, Commercial, Corporate",158.0,18161,24000.0
https://cdn.pixabay.com/audio/2024/04/12/audio_3118cb3f2a.mp3,Groovy Ambient Funk,moodmode,"Acoustic, Adversiting, Background",120.0,273,48000.0
https://cdn.pixabay.com/audio/2025/10/28/audio_4285598df8.mp3,Groovy Vibe,Bransboynd,"Good, Food, Baking, Cook, Cooking",105.0,1163,22050.0
https://cdn.pixabay.com/audio/2025/06/09/audio_50b8be7252.mp3,Happy Birthday,BackgroundMusicForVideo,"Happy Birthday, Music",100.0,-1383,22050.0
https://cdn.pixabay.com/audio/2025/04/30/audio_9834479b67.mp3,Happy Birthday,BackgroundMusicForVideos,"Happy Birthday, Music",107.0,18123,22050.0
https://cdn.pixabay.com/audio/2025/09/09/audio_f732435615.mp3,Happy Birthday,FreeMusicForVideo,"No Copyright Music, No Copyright, Happy",124.0,11,22050.0
https://cdn.pixabay.com/audio/2024/10/24/audio_47145285fd.mp3,Happy Birthday,saavane,"Happy Birthday, Happy, Birthday, Happy Birthday Song",104.0,7205,24000.0
https://cdn.pixabay.com/audio/2023/06/26/audio_cd13a5db91.mp3,Happy Birthday,WaveMaster,"Birthday Bundle, Birthday Cake",125.0,126,24000.0
https://cdn.pixabay.com/audio/2025/09/15/audio_7c2a126995.mp3,Horror Playhouse,geoffharvey,"Horror, Halloween, Creepy, Scary",93.25,12618,22050.0
https://cdn.pixabay.com/audio/2025/11/17/audio_673be1728d.mp3,Hype | Drill Music,kontraa,"Drill, Trap, Hiphop, Type Beat, Classic Hip Hop",140.0,9,24000.0
https://cdn.pixabay.com/audio/2024/06/25/audio_7bfb8d2ab0.mp3,In Slow Motion (Inspiring Ambient Lounge),VasilYatsevich,"Future Bass, Abstract, Fashion, Action",115.0,-186,44100.0
https://cdn.pixabay.com/audio/2023/08/18/audio_7cc4d951e0.mp3,Inside You,lemonmusicstudio,"Acoustic, Inspiring, Motivational",126.0,3292,44100.0
https://cdn.pixabay.com/audio/2025/12/10/audio_ac64185c17.mp3,Inspiring Inspirational Music,PaulYudin,Inspiring Inspirational Music,150.0,194,22050.0
https://cdn.pixabay.com/audio/2025/11/24/audio_41cfa6f4ea.mp3,Inspiring Inspirational Music,SigmaMusicArt,"Inspirational Music, Inspirational Background",154.0,17301,22050.0
https://cdn.pixabay.com/audio/2025/12/11/audio_00132e5c34.mp3,Jingle Bells,lNPLUSMUSIC,"Jingle Bells, Jingle Bell",92.0,281,22050.0
https://cdn.pixabay.com/audio/2025/05/21/audio_fa20813ea6.mp3,Jungle Waves (Drum&Bass Electronic Inspiring Promo),DIMMYSAD,"Breakbeat, Discovery, Bass, Slideshow",170.0,-15522,44100.0
https://cdn.pixabay.com/audio/2021/11/23/audio_64b2dd1bce.mp3,Just Relax,music_for_video,For streaming on Spotify / Apple music and more visit: https://lesfm.net/track/just-relax/,120.0,1920,22050.0
https://cdn.pixabay.com/audio/2025/09/08/audio_7e9f339833.mp3,Kids Happy Background Music,SigmaMusicArt,"Kids, Child, Baby, Happy, Childhood",90.0,258,22050.0
https://cdn.pixabay.com/audio/2025/02/18/audio_67a824edf7.mp3,Kugelsicher by TremoxBeatz,TremoxBeatz,"Prod By Tremoxbeatz, Free Type Beat",92.0,1213,24000.0
https://cdn.pixabay.com/audio/2024/09/09/audio_7556bb3a41.mp3,Lazy Day - Stylish Futuristic Chill,penguinmusic,"Abstract, Advertising, Atmospheric",94.83333333333333,26908,44100.0
https://cdn.pixabay.com/audio/2022/08/31/audio_419263fc12.mp3,Leonell Cassio - The Blackest Bouquet,LeonellCassio,"Feel free to use my music for social media content, song remixes, art, commercials, presentations and more. All I ask in return is credit (optional but appreciated). You are NOT allowed to distribute the song or any remix through digital music distribution services or to Spotify",128.0,19125,44100.0
https://cdn.pixabay.com/audio/2023/08/25/audio_b2a4f1636e.mp3,Leonell Cassio - The Paranormal Is Real (ft. Carrie),LeonellCassio,"Feel free to use this. You can't distribute my song or any remix or sample of it through digital music distribution services, nor can you upload it to streaming services like Spotify or Apple Music. You are not allowed to submit my music through the content ID or similar system.",60.0,43450,44100.0
https://cdn.pixabay.com/audio/2023/05/11/audio_5198c12188.mp3,Leva - Eternity,lemonmusicstudio,"Acoustic, Folk, Summer, Love, Family",92.0,1091,44100.0
https://cdn.pixabay.com/audio/2023/07/24/audio_65d744b9d0.mp3,LoFi Chill (Smooth Chill Lofi for Vlogs and Background Music),BoDleasons,"Cozy, Hip Hop, Lo Fi, Lofi, Chill Out",92.0,523,44100.0
https://cdn.pixabay.com/audio/2025/12/09/audio_1ac0de4a8e.mp3,long bg music,u_lj2gazwuc9,"Corporate, Instrumental, Uplifting",120.05621276063582,4421,24000.0
https://cdn.pixabay.com/audio/2024/11/29/audio_45bbd49c34.mp3,Lost in Dreams (abstract chill downtempo cinematic future beats),Kulakovka,"Abstract, Chill, Downtempo, Trip",132.0,1204,44100.0
https://cdn.pixabay.com/audio/2024/01/04/audio_896a3bc8f7.mp3,Mellow Future Bass (Bounce On it),AlexGrohl,"Advertising, Background, Bass, Bright",130.0,-33,44100.0
https://cdn.pixabay.com/audio/2024/01/05/audio_df760de79f.mp3,Midnight Forest,Syouki_Takahashi,"Original, Instrumental, Ambient, Relax",87.0,4119,44100.0
https://cdn.pixabay.com/audio/2023/02/27/audio_5d7788ef2d.mp3,Modern Vlog,penguinmusic,,87.0,-49,44100.0
https://cdn.pixabay.com/audio/2025/08/26/audio_7dbc61a1f5.mp3,Motivation Motivational Music,lkoliks,"Motivation, Motivational",90.0,130,22050.0
https://cdn.pixabay.com/audio/2025/11/25/audio_2587948fc0.mp3,Motivation,NastelBom,"Motivation, Motivation Action",87.0,15316,22050.0
https://cdn.pixabay.com/audio/2022/11/11/audio_684ca37dc0.mp3,Mountain Path,epic_musictracks,"Scenery, Mountain, Beautiful",90.0,25806,44100.0
https://cdn.pixabay.com/audio/2024/04/07/audio_7917e14f03.mp3,Movement,SoulProdMusic,"Breakbeat, Car, Promo, Vlog, Action",130.0,20280,44100.0
https://cdn.pixabay.com/audio/2023/04/21/audio_8579ca297f.mp3,My Universe,Nesterouk,Listen in Spotify https://open.spotify.com/track/7tkU49gI6hHQqBDHaHuTae?si=1695cd280cdf40a0,75.0,1407,48000.0
https://cdn.pixabay.com/audio/2024/07/24/audio_5ec636ca14.mp3,Night Detective,Amaksi,"Beat, Electronic, Dreamy, Documentary",74.0,15,48000.0
https://cdn.pixabay.com/audio/2023/01/01/audio_816821e627.mp3,Night Street (Relaxed Vlog),Ashot_Danielyan,"Hip Hop, Lo-Fi, Lounge, Time-Lapse",85.0,19103,44100.0
https://cdn.pixabay.com/audio/2024/07/30/audio_09a1a55404.mp3,Nightfall / Future Bass Music,SoulProdMusic,"Future Bass, Future, Bass, Space",100.08333333333333,891,44100.0
https://cdn.pixabay.com/audio/2025/12/10/audio_737472d9be.mp3,No Copyright Music Corporate,The_Mountain,No Copyright Music Corporate,120.0,213,22050.0
https://cdn.pixabay.com/audio/2025/07/29/audio_2a1b68d9d9.mp3,No Copyright Music,original_soundtrack,"No Copyright Music, No Copyright",110.0,1374,22050.0
https://cdn.pixabay.com/audio/2025/10/08/audio_0eb2c02eb8.mp3,No Copyright Music,SigmaMusicArt,"No Copyright Music, No Copyright",115.0,22735,22050.0
https://cdn.pixabay.com/audio/2025/10/21/audio_ada5e33f85.mp3,No Copyright Music,Tatamusic,"No Copyright Music, No Copyright",122.0,-142,22050.0
https://cdn.pixabay.com/audio/2024/06/13/audio_8822cea290.mp3,No Place To Go,SergePavkinMusic,"Cinematic, Contemplative, Melancholic",70.0,-36159,44100.0
https://cdn.pixabay.com/audio/2023/09/29/audio_0eaceb1002.mp3,Once In Paris,Pumpupthemind,"https://koji.to/Pumpupthemind For donations (coffee), follow me on Patreon https://www.patreon.com/pumpupthemind",80.0,2654,44100.0
https://cdn.pixabay.com/audio/2022/10/18/audio_31c2730e64.mp3,Password Infinity,Evgeny_Bardyuzha,"Trap, Atmospheric, Synthwave, Fonk, Neon",75.0,-54,44100.0
https://cdn.pixabay.com/audio/2024/02/14/audio_b9bc3934cc.mp3,Perfect Beauty,Good_B_Music,"Relax, Spa, Meditation, Nature, Space",160.9701568375055,9959,48000.0
https://cdn.pixabay.com/audio/2022/11/11/audio_84306ee149.mp3,Please Calm My Mind,music_for_video,"Relax, Relaxing, Calm, Calm Down, Piano",100.0,2517,22050.0
https://cdn.pixabay.com/audio/2022/10/05/audio_686ddcce85.mp3,Powerful Beat,penguinmusic,"Abstract, Advertising, Beat, City",75.0,-84,44100.0
https://cdn.pixabay.com/audio/2023/04/27/audio_d6ce814591.mp3,Reflected Light,SergePavkinMusic,Link to the track in the Facebook/Instagram audio library: https://www.instagram.com/reels/audio/221430543886002/,140.0,1559,44100.0
https://cdn.pixabay.com/audio/2025/01/26/audio_3f5c09b7be.mp3,Relaxing Krishna Flute Music. Deep Sleep Relaxing Music,AlaminHossain1989,Krishna Flute Music,132.0,7910,22050.0
https://cdn.pixabay.com/audio/2025/08/14/audio_c91b0e7d23.mp3,Retro Lounge,Bransboynd,"Retro, Vintage, Minimalist, Lounge",115.0,2939,44100.0
https://cdn.pixabay.com/audio/2023/01/27/audio_3d61eda8c6.mp3,Risk,StudioKolomna,"Cinematic, Trailer, Blockbuster, Movie",120.0,87,44100.0
https://cdn.pixabay.com/audio/2025/08/29/audio_fba9035557.mp3,Running Night,Alex_MakeMusic,"Beach, Bright, Commercial, Corporate",106.0,14935,22050.0
https://cdn.pixabay.com/audio/2025/06/25/audio_e8f60a3cf5.mp3,Sad Documentary Background Music,SigmaMusicArt,"Sad, Documentary, Piano, Sorrowful",107.0,2016,22050.0
https://cdn.pixabay.com/audio/2024/01/13/audio_640c5ca4a9.mp3,Sad Soul (Chasing a Feeling),AlexGrohl,"Background, Beat, Cinematic, Commercial",140.0,-15,44100.0
https://cdn.pixabay.com/audio/2025/07/24/audio_50210a93b5.mp3,Sandbreaker,Denys_Brodovskyi,"Restless, Energetic, Epic",128.0,20558,44100.0
https://cdn.pixabay.com/audio/2023/10/03/audio_ff0e1ce26c.mp3,Science Documentary,Lexin_Music,"Corporate, Documentary, Background",85.0,5563,44100.0
https://cdn.pixabay.com/audio/2023/01/16/audio_091569a832.mp3,Seductive Chill Hip Hop Instrumental - Hear Me,Keyframe_Audio,Confident and cool hip hop with a hip hop beat and a rock influence.,105.0,1113,44100.0
https://cdn.pixabay.com/audio/2023/01/16/audio_0664325262.mp3,Sexy Chillout Hip Hop Track - Come With Me,Keyframe_Audio,Cool and relaxed a little stoned. Sexy hip hop beat featuring real world percussion.,79.0,1478,44100.0
https://cdn.pixabay.com/audio/2024/11/08/audio_05b10daae7.mp3,Showreel Music (Promo Advertising Opener Vlog Background Intro Theme),MFCC,"Vlog, Advertising, Showreel, Promo",140.0,-47,22050.0
https://cdn.pixabay.com/audio/2023/03/19/audio_9311bc02e5.mp3,Smoke,SoulProdMusic,"Rnb, R B, Hip Hop, Beat, Car, Promo",105.0,12753,44100.0
https://cdn.pixabay.com/audio/2025/03/18/audio_5834a77ab9.mp3,So Fresh,Cosmonkey,"Electronic, Dark, Bass, Deep",67.5,-395,44100.0
https://cdn.pixabay.com/audio/2025/09/23/audio_36852d37ed.mp3,Soft Background Music,FreeMusicForVideo,"Background Music, Soft",120.0,22056,22050.0
https://cdn.pixabay.com/audio/2025/10/21/audio_5f4a9e89f5.mp3,Soft Background Music,HitsLab,"Background Music, Soft, Background",120.0,26,22050.0
https://cdn.pixabay.com/audio/2025/11/07/audio_a9bc5df6b9.mp3,Soft Background Music,lkoliks,"Background Music, Soft, Background",110.0,362,22050.0
https://cdn.pixabay.com/audio/2025/10/28/audio_c2ffa39aa6.mp3,Soft Background Music,original_soundtrack,"Background Music, Soft, Background",120.0,12013,22050.0
https://cdn.pixabay.com/audio/2025/11/24/audio_29f2d724fd.mp3,Soft Corporate Background Music,SigmaMusicArt,"Corporate, Background, Music",115.0,24960,24000.0
https://cdn.pixabay.com/audio/2025/11/10/audio_1a6f9cce71.mp3,Soft Corporate Presentation Background Music,SigmaMusicArt,"Corporate, Background, Music, Background Music",120.0,21908,22050.0
https://cdn.pixabay.com/audio/2025/09/23/audio_ec4233c461.mp3,Soft Inspiring Corporate Background Music,SigmaMusicArt,"Corporate, Background, Music",120.0,22069,22050.0
https://cdn.pixabay.com/audio/2024/10/18/audio_883a8b2ed8.mp3,Soulsweeper,ItsWatR,"Spooky, Scary, Creepy, Halloween",80.0,-36,44100.0
https://cdn.pixabay.com/audio/2024/12/02/audio_4255c48290.mp3,Spinning Head,Gvidon,"Drill, Action, Fight, Cinematic, Cyborg",120.0,931,44100.0
https://cdn.pixabay.com/audio/2024/11/10/audio_593e8523e6.mp3,Stylish Deep Electronic,NverAvetyanMusic,"Abstract, Adventure, Background, Bass",105.0,25046,44100.0
https://cdn.pixabay.com/audio/2023/06/06/audio_cbcfcb18e6.mp3,Summer Walk,folk_acoustic,"Indie, Folk, Acoustic, Singer-Songwriter",79.53000000000002,49673,44100.0
https://cdn.pixabay.com/audio/2025/11/17/audio_a86e69ef53.mp3,Sweet Life (Luxury Chill),AlexGrohl,"Abstract, Advertising, Background, Chill",122.0,23,22050.0
https://cdn.pixabay.com/audio/2024/11/05/audio_da986d1e2a.mp3,Tell Me The Truth,Denys_Brodovskyi,"Future Bass, Catchy, Synth Chords",130.0,23,44100.0
https://cdn.pixabay.com/audio/2025/07/24/audio_a9d5c452af.mp3,Tell Me What,Denys_Brodovskyi,"Restless, Energetic, Quirky, Trap, Wave",125.0,-99,44100.0
https://cdn.pixabay.com/audio/2025/11/26/audio_d26ea4406e.mp3,Tense Suspense Background Music,DELOSound,"Tense, Suspense, Tense Suspense Background Music, Background",160.0,17185,22050.0
https://cdn.pixabay.com/audio/2022/10/14/audio_9939f792cb.mp3,The Beat of Nature,folk_acoustic,"Acoustic, Acoustic Guitar, Indie, Folk",106.5,-34191,44100.0
https://cdn.pixabay.com/audio/2023/08/31/audio_d2149da47a.mp3,The Best Jazz Club In New Orleans,PaoloArgento,"Saxophone, Sax, Guitar, Presentation",133.83333333333334,3841,44100.0
https://cdn.pixabay.com/audio/2023/10/06/audio_14f9198f0b.mp3,Titanium,AlisiaBeats,"Trap, Idm, Racing, Move, Vibe, Modern",130.0,37,48000.0
https://cdn.pixabay.com/audio/2023/09/17/audio_93a5eb3c34.mp3,Trap Future Bass (Royalty Free Music),NverAvetyanMusic,"If you like my music, please subscribe to my YouTube: https://www.youtube.com/@artmusic.janevo | Spotify: https://goo.su/janevo | Apple Music: https://goo.su/RFMapple | Patreon: https://goo.su/RFMpatreon | Don't forget about coffee for me ;) https://goo.su/Donut",130.0,60,44100.0
https://cdn.pixabay.com/audio/2022/08/25/audio_4f3b0a816e.mp3,Tuesday (Glitch Soft Hip-hop),Amaksi,https://www.buymeacoffee.com/crownflyx/draft-1927324,100.0,112,44100.0
https://cdn.pixabay.com/audio/2023/07/22/audio_720626056a.mp3,TVARI - Tokyo Cafe,TVARI,"Japan, Cafe, No Copyright, Free To Use",140.0,1313,44100.0
https://cdn.pixabay.com/audio/2023/05/07/audio_a614cb257b.mp3,Unlock Me | Amapiano Music,kontraa,"Afro, Amapiano, Afro Beat, Afro Pop",110.0,25186,44100.0
https://cdn.pixabay.com/audio/2025/11/08/audio_6dfb853ab5.mp3,Upbeat Music,original_soundtrack,"Upbeat, Upbeat Bg, Upbeat Pop",100.0,7576,22050.0
https://cdn.pixabay.com/audio/2025/06/04/audio_cdce856ddb.mp3,Vlog Beat Background,Tunetank,"Beat, Beats, Background Beat",102.5,34719,48000.0
https://cdn.pixabay.com/audio/2024/12/09/audio_5c5be993bd.mp3,Vlog Music (Beat Advertising Promo Podcast Background Intro),MFCC,"Vlog, Advertising, Podcast, Music, Beat",86.0,5352,44100.0
https://cdn.pixabay.com/audio/2023/02/28/audio_550d815fa5.mp3,Waterfall,RomanSenykMusic,"Great, emotional, impressive and inspiring music track. The song begins with calm rhythm and soft guitar’s atmospheric notes, then piano joins in with simple melody, after that you can hear full and rich sound of low synth with drums and acoustic guitars.",106.66666666666667,1337,44100.0
https://cdn.pixabay.com/audio/2022/10/12/audio_061cead49a.mp3,Weeknds,DayFox,Thanks for listening - please subscribe to my YouTube channel: https://www.youtube.com/c/Dayfox/featured Coffee ? Donations: contact@dayfox.de,85.0,45,44100.0
https://cdn.pixabay.com/audio/2022/04/27/audio_67bcf729cf.mp3,Whip | Afro Dancehall Music,kontraa,"Afro, Afro Pop, Afro Beat, Dancehall",95.0,28982,22050.0
